,Symbol,Correlation
113,AEE_ACN,-0.5277777777777772
114,AEE_ADBE,-0.35064935064935066
115,AEE_ADI,-0.3548387096774195
116,AEE_ADM,-0.17333333333333334
117,AEE_ADP,-0.1428571428571428
118,AEE_ADS,-0.7349397590361448
119,AEE_ADSK,-0.8157894736842102
120,AEP_A,-0.3563218390804601
121,AEP_AAL,-0.5604395604395607
122,AEP_AAP,-0.4594594594594597
123,AEP_AAPL,-0.5890410958904111
124,AEP_ABBV,-0.033333333333333215
125,AEP_ABC,-0.2608695652173916
126,AEP_ABMD,-0.2352941176470589
127,AEP_ABT,-0.2380952380952381
128,AEP_ACN,-0.4444444444444442
129,AEP_ADBE,-0.3766233766233764
130,AEP_ADI,-0.591397849462366
131,AEP_ADM,-0.2266666666666665
132,AEP_ADP,-0.1428571428571428
133,AEP_ADS,-0.6867469879518073
134,AEP_ADSK,-0.5526315789473681
135,AEP_AEE,0.8823529411764706
136,AES_A,-0.24137931034482785
137,AES_AAL,-0.3846153846153846
138,AES_AAP,0.1351351351351351
139,AES_AAPL,-0.2328767123287672
140,AES_ABBV,0.2999999999999998
141,AES_ABC,-0.3043478260869565
142,AES_ABMD,-0.11764705882352945
143,AES_ABT,-0.3809523809523814
144,AES_ACN,-0.1944444444444442
145,AES_ADBE,-0.4025974025974026
146,AES_ADI,-0.4408602150537635
147,AES_ADM,0.2799999999999998
148,AES_ADP,-0.3142857142857141
149,AES_ADS,0.03614457831325302
150,AES_ADSK,-0.4473684210526314
151,AES_AEE,0.1960784313725492
152,AES_AEP,0.15315315315315334
153,AFL_A,0.4482758620689653
154,AFL_AAL,-0.01098901098901095
155,AFL_AAP,0.10810810810810834
156,AFL_AAPL,-0.12328767123287675
157,AFL_ABBV,0.3666666666666663
158,AFL_ABC,0.15217391304347805
159,AFL_ABMD,0.08823529411764675
160,AFL_ABT,0.4285714285714284
161,AFL_ACN,0.3333333333333339
162,AFL_ADBE,0.012987012987013102
163,AFL_ADI,0.18279569892473105
164,AFL_ADM,0.2533333333333334
165,AFL_ADP,0.2571428571428571
166,AFL_ADS,-0.08433734939759052
167,AFL_ADSK,0.026315789473684514
168,AFL_AEE,-0.0588235294117645
169,AFL_AEP,-0.04504504504504503
170,AFL_AES,-0.19298245614035106
171,AIG_A,-0.28735632183908066
172,AIG_AAL,0.2967032967032965
173,AIG_AAP,-0.2702702702702702
174,AIG_AAPL,-0.452054794520548
175,AIG_ABBV,0.4333333333333336
176,AIG_ABC,-0.1304347826086958
177,AIG_ABMD,0.1470588235294117
178,AIG_ABT,-0.3333333333333335
179,AIG_ACN,-0.027777777777777686
180,AIG_ADBE,-0.2467532467532467
181,AIG_ADI,0.20430107526881705
182,AIG_ADM,0.3333333333333335
183,AIG_ADP,-0.3142857142857141
184,AIG_ADS,0.3734939759036142
185,AIG_ADSK,-0.3684210526315788
186,AIG_AEE,-0.2549019607843137
187,AIG_AEP,-0.22522522522522515
188,AIG_AES,-0.6491228070175437
189,AIG_AFL,0.43283582089552297
190,AIV_A,-0.12643678160919558
191,AIV_AAL,-0.3186813186813189
192,AIV_AAP,-0.2702702702702702
193,AIV_AAPL,-0.6438356164383561
194,AIV_ABBV,0.20000000000000012
195,AIV_ABC,-0.06521739130434813
196,AIV_ABMD,-0.2647058823529411
197,AIV_ABT,-0.3809523809523814
198,AIV_ACN,0.027777777777778567
199,AIV_ADBE,-0.32467532467532445
200,AIV_ADI,-0.3548387096774195
201,AIV_ADM,-0.1466666666666665
202,AIV_ADP,-0.4571428571428569
203,AIV_ADS,-0.4939759036144582
204,AIV_ADSK,-0.4736842105263155
205,AIV_AEE,0.31372549019607865
206,AIV_AEP,0.06306306306306331
207,AIV_AES,0.1578947368421053
208,AIV_AFL,0.13432835820895586
209,AIV_AIG,-0.16417910447761175
210,AIZ_A,0.08045977011494232
211,AIZ_AAL,-0.03296703296703285
212,AIZ_AAP,-0.21621621621621626
213,AIZ_AAPL,-0.2602739726027399
214,AIZ_ABBV,0.2666666666666666
215,AIZ_ABC,-0.28260869565217384
216,AIZ_ABMD,0.0588235294117645
217,AIZ_ABT,-0.02380952380952417
218,AIZ_ACN,-0.1944444444444442
219,AIZ_ADBE,-0.1948051948051948
220,AIZ_ADI,-0.053763440860215006
221,AIZ_ADM,0.17333333333333334
222,AIZ_ADP,-0.11428571428571432
223,AIZ_ADS,0.13253012048192758
224,AIZ_ADSK,-0.5
225,AIZ_AEE,-0.03921568627450967
226,AIZ_AEP,0.04504504504504503
227,AIZ_AES,0.1578947368421053
228,AIZ_AFL,0.4925373134328366
229,AIZ_AIG,0.9701492537313432
230,AIZ_AIV,-0.1789473684210523
231,AJG_A,-0.034482758620689946
232,AJG_AAL,-0.23076923076923084
233,AJG_AAP,-0.0270270270270272
234,AJG_AAPL,-0.17808219178082174
235,AJG_ABBV,0.33333333333333304
236,AJG_ABC,-0.06521739130434813
237,AJG_ABMD,0.20588235294117616
238,AJG_ABT,0.023809523809523725
239,AJG_ACN,0.27777777777777857
240,AJG_ADBE,0.3246753246753249
241,AJG_ADI,0.07526881720430101
242,AJG_ADM,0.1466666666666665
243,AJG_ADP,0.4000000000000004
244,AJG_ADS,0.06024096385542155
245,AJG_ADSK,0.2894736842105261
246,AJG_AEE,0.17647058823529438
247,AJG_AEP,0.15315315315315334
248,AJG_AES,0.3684210526315788
249,AJG_AFL,0.7014925373134329
250,AJG_AIG,0.34328358208955256
251,AJG_AIV,0.07368421052631602
252,AJG_AIZ,0.6721311475409841
253,AKAM_A,-0.2183908045977012
254,AKAM_AAL,-0.098901098901099
255,AKAM_AAP,0.18918918918918948
256,AKAM_AAPL,0.17808219178082174
257,AKAM_ABBV,0.20000000000000012
258,AKAM_ABC,0.26086956521739113
259,AKAM_ABMD,0.3235294117647056
260,AKAM_ABT,-0.11904761904761953
261,AKAM_ACN,0.19444444444444464
262,AKAM_ADBE,0.09090909090909127
263,AKAM_ADI,-0.11827956989247344
264,AKAM_ADM,0.1200000000000001
265,AKAM_ADP,-0.02857142857142847
266,AKAM_ADS,-0.012048192771084487
267,AKAM_ADSK,-0.3157894736842102
268,AKAM_AEE,-0.2549019607843137
269,AKAM_AEP,-0.1711711711711712
270,AKAM_AES,-0.05263157894736814
271,AKAM_AFL,0.07462686567164223
272,AKAM_AIG,-0.07462686567164177
273,AKAM_AIV,0.03157894736842115
274,AKAM_AIZ,0.08196721311475487
275,AKAM_AJG,-0.12195121951219524
276,ALB_A,0.26436781609195403
277,ALB_AAL,0.8461538461538463
278,ALB_AAP,0.3513513513513513
279,ALB_AAPL,0.4794520547945207
280,ALB_ABBV,0.2999999999999998
281,ALB_ABC,-0.08695652173913038
282,ALB_ABMD,0.08823529411764675
283,ALB_ABT,-0.11904761904761953
284,ALB_ACN,-0.1388888888888884
285,ALB_ADBE,-0.1948051948051948
286,ALB_ADI,0.24731182795698906
287,ALB_ADM,0.4133333333333331
288,ALB_ADP,-0.02857142857142847
289,ALB_ADS,1.0
290,ALB_ADSK,0.1578947368421053
291,ALB_AEE,-0.6666666666666665
292,ALB_AEP,-0.8018018018018016
293,ALB_AES,0.05263157894736814
294,ALB_AFL,-0.10447761194029814
295,ALB_AIG,0.4626865671641789
296,ALB_AIV,-0.7263157894736838
297,ALB_AIZ,-0.1147540983606552
298,ALB_AJG,-0.2926829268292681
299,ALB_AKAM,-0.096774193548387
300,ALGN_A,0.0344827586206895
301,ALGN_AAL,0.05494505494505475
302,ALGN_AAP,0.08108108108108114
303,ALGN_AAPL,-0.12328767123287675
304,ALGN_ABBV,0.4333333333333336
305,ALGN_ABC,0.28260869565217384
306,ALGN_ABMD,0.7058823529411766
307,ALGN_ABT,-0.09523809523809534
308,ALGN_ACN,-0.11111111111111073
309,ALGN_ADBE,-0.06493506493506462
310,ALGN_ADI,-0.2473118279569895
311,ALGN_ADM,0.09333333333333327
312,ALGN_ADP,-0.2857142857142856
313,ALGN_ADS,-0.08433734939759052
314,ALGN_ADSK,0.10526315789473717
315,ALGN_AEE,-0.607843137254902
316,ALGN_AEP,-0.3693693693693692
317,ALGN_AES,0.05263157894736814
318,ALGN_AFL,-0.16417910447761175
319,ALGN_AIG,-0.4328358208955221
320,ALGN_AIV,-0.3263157894736839
321,ALGN_AIZ,-0.4098360655737697
322,ALGN_AJG,-0.5609756097560976
323,ALGN_AKAM,0.29032258064516103
324,ALGN_ALB,0.1868131868131866
325,ALK_A,-0.28735632183908066
326,ALK_AAL,0.9560439560439562
327,ALK_AAP,0.4054054054054053
328,ALK_AAPL,-0.20547945205479445
329,ALK_ABBV,0.33333333333333304
330,ALK_ABC,-0.19565217391304346
331,ALK_ABMD,-0.02941176470588225
332,ALK_ABT,-0.4047619047619051
333,ALK_ACN,-0.4999999999999996
334,ALK_ADBE,-0.5324675324675323
335,ALK_ADI,0.032258064516129004
336,ALK_ADM,0.17333333333333334
337,ALK_ADP,-0.02857142857142847
338,ALK_ADS,0.4939759036144578
339,ALK_ADSK,-0.4736842105263155
340,ALK_AEE,-0.7450980392156863
341,ALK_AEP,-0.6036036036036034
342,ALK_AES,-0.3684210526315788
343,ALK_AFL,0.19402985074626944
344,ALK_AIG,0.7014925373134333
345,ALK_AIV,-0.7052631578947368
346,ALK_AIZ,0.18032786885245944
347,ALK_AJG,-0.6341463414634148
348,ALK_AKAM,-0.32258064516129004
349,ALK_ALB,0.4505494505494503
350,ALK_ALGN,0.016393442622950616
351,ALL_A,0.17241379310344795
352,ALL_AAL,-0.01098901098901095
353,ALL_AAP,0.29729729729729737
354,ALL_AAPL,0.013698630136986356
355,ALL_ABBV,0.2999999999999998
356,ALL_ABC,0.06521739130434767
357,ALL_ABMD,0.20588235294117616
358,ALL_ABT,-0.14285714285714324
359,ALL_ACN,0.30555555555555625
360,ALL_ADBE,-0.16883116883116855
361,ALL_ADI,0.3548387096774195
362,ALL_ADM,0.3866666666666667
363,ALL_ADP,-0.08571428571428541
364,ALL_ADS,0.27710843373493965
365,ALL_ADSK,-0.10526315789473673
366,ALL_AEE,-0.3529411764705883
367,ALL_AEP,-0.1711711711711712
368,ALL_AES,0.19298245614035106
369,ALL_AFL,0.7313432835820901
370,ALL_AIG,0.7313432835820897
371,ALL_AIV,-0.19999999999999973
372,ALL_AIZ,0.7049180327868863
373,ALL_AJG,0.3414634146341462
374,ALL_AKAM,0.29032258064516103
375,ALL_ALB,0.4285714285714284
376,ALL_ALGN,0.016393442622950616
377,ALL_ALK,0.07317073170731714
378,ALLE_A,0.3563218390804597
379,ALLE_AAL,0.4505494505494503
380,ALLE_AAP,0.1351351351351351
381,ALLE_AAPL,0.09589041095890448
382,ALLE_ABBV,0.5333333333333332
383,ALLE_ABC,-0.10869565217391307
384,ALLE_ABMD,0.17647058823529393
385,ALLE_ABT,-0.02380952380952417
386,ALLE_ACN,-0.11111111111111073
387,ALLE_ADBE,0.2987012987012987
388,ALLE_ADI,0.18279569892473105
389,ALLE_ADM,0.3866666666666667
390,ALLE_ADP,-0.19999999999999973
391,ALLE_ADS,-0.2771084337349401
392,ALLE_ADSK,0.2105263157894739
393,ALLE_AEE,-0.0980392156862746
394,ALLE_AEP,-0.1171171171171168
395,ALLE_AES,0.08771929824561386
396,ALLE_AFL,0.43283582089552297
397,ALLE_AIG,-0.04477611940298498
398,ALLE_AIV,-0.15789473684210487
399,ALLE_AIZ,0.3442622950819674
400,ALLE_AJG,0.0
401,ALLE_AKAM,0.0
402,ALLE_ALB,0.05494505494505475
403,ALLE_ALGN,0.4754098360655741
404,ALLE_ALK,0.17073170731707288
405,ALLE_ALL,0.2063492063492065
406,ALXN_A,0.4942528735632181
407,ALXN_AAL,0.1868131868131866
408,ALXN_AAP,-0.21621621621621626
409,ALXN_AAPL,-0.2602739726027399
410,ALXN_ABBV,0.5666666666666664
411,ALXN_ABC,-0.21739130434782614
412,ALXN_ABMD,0.5294117647058822
413,ALXN_ABT,-0.11904761904761953
414,ALXN_ACN,-0.33333333333333304
415,ALXN_ADBE,-0.03896103896103886
416,ALXN_ADI,-0.16129032258064546
417,ALXN_ADM,0.2533333333333334
418,ALXN_ADP,-0.2571428571428571
419,ALXN_ADS,0.2289156626506021
420,ALXN_ADSK,0.026315789473684514
421,ALXN_AEE,-0.5490196078431371
422,ALXN_AEP,-0.5135135135135132
423,ALXN_AES,-0.2280701754385968
424,ALXN_AFL,-0.16417910447761175
425,ALXN_AIG,-0.07462686567164177
426,ALXN_AIV,-0.4736842105263155
427,ALXN_AIZ,-0.08196721311475398
428,ALXN_AJG,-0.3902439024390243
429,ALXN_AKAM,-0.387096774193548
430,ALXN_ALB,0.07692307692307665
431,ALXN_ALGN,0.8688524590163933
432,ALXN_ALK,-0.2926829268292685
433,ALXN_ALL,-0.2698412698412702
434,ALXN_ALLE,-0.04761904761904834
435,AMAT_A,0.05747126436781569
436,AMAT_AAL,0.4505494505494503
437,AMAT_AAP,0.21621621621621626
438,AMAT_AAPL,0.8082191780821915
439,AMAT_ABBV,0.39999999999999947
440,AMAT_ABC,-0.1521739130434785
441,AMAT_ABMD,0.5294117647058822
442,AMAT_ABT,-0.04761904761904789
443,AMAT_ACN,0.05555555555555625
444,AMAT_ADBE,0.14285714285714324
445,AMAT_ADI,0.6344086021505375
446,AMAT_ADM,0.09333333333333327
447,AMAT_ADP,0.3714285714285719
448,AMAT_ADS,0.3734939759036142
449,AMAT_ADSK,0.2105263157894739
450,AMAT_AEE,-0.6862745098039214
451,AMAT_AEP,-0.5675675675675675
452,AMAT_AES,-0.5087719298245617
453,AMAT_AFL,0.07462686567164223
454,AMAT_AIG,0.22388059701492533
455,AMAT_AIV,-0.7684210526315787
456,AMAT_AIZ,-0.04918032786885185
457,AMAT_AJG,-0.1951219512195124
458,AMAT_AKAM,0.4516129032258069
459,AMAT_ALB,0.5164835164835164
460,AMAT_ALGN,0.18032786885245847
461,AMAT_ALK,0.2926829268292681
462,AMAT_ALL,0.33333333333333304
463,AMAT_ALLE,0.3968253968253963
464,AMAT_ALXN,-0.09375
465,AMCR_A,-0.4252873563218391
466,AMCR_AAL,-0.6043956043956045
467,AMCR_AAP,-0.6486486486486487
468,AMCR_AAPL,-0.6438356164383561
469,AMCR_ABBV,-0.6333333333333333
470,AMCR_ABC,-1.0
471,AMCR_ABMD,-0.7941176470588238
472,AMCR_ABT,-0.7857142857142858
473,AMCR_ACN,-0.833333333333333
474,AMCR_ADBE,-0.5844155844155843
475,AMCR_ADI,-0.5268817204301075
476,AMCR_ADM,-0.6800000000000002
477,AMCR_ADP,-1.0
478,AMCR_ADS,-0.6144578313253013
479,AMCR_ADSK,-0.6315789473684208
480,AMCR_AEE,-0.6862745098039214
481,AMCR_AEP,-0.8198198198198197
482,AMCR_AES,-0.8596491228070176
483,AMCR_AFL,-0.9701492537313428
484,AMCR_AIG,-1.0
485,AMCR_AIV,-0.8736842105263154
486,AMCR_AIZ,-0.9999999999999996
487,AMCR_AJG,-0.7317073170731705
488,AMCR_AKAM,-0.7419354838709675
489,AMCR_ALB,-0.3626373626373627
490,AMCR_ALGN,-1.0
491,AMCR_ALK,-0.7317073170731709
492,AMCR_ALL,-1.0
493,AMCR_ALLE,-0.8730158730158735
494,AMCR_ALXN,-0.84375
495,AMCR_AMAT,-0.827956989247312
496,AMD_A,0.011494252873562871
497,AMD_AAL,0.20879120879120894
498,AMD_AAP,0.0270270270270272
499,AMD_AAPL,0.2328767123287672
500,AMD_ABBV,0.39999999999999947
501,AMD_ABC,-0.06521739130434813
502,AMD_ABMD,0.20588235294117616
503,AMD_ABT,-0.09523809523809534
504,AMD_ACN,0.13888888888888928
505,AMD_ADBE,0.14285714285714324
506,AMD_ADI,0.053763440860215006
507,AMD_ADM,0.09333333333333327
508,AMD_ADP,-0.19999999999999973
509,AMD_ADS,0.2289156626506021
510,AMD_ADSK,0.26315789473684204
511,AMD_AEE,-0.3529411764705883
512,AMD_AEP,-0.3693693693693692
513,AMD_AES,0.05263157894736814
514,AMD_AFL,-0.2835820895522385
515,AMD_AIG,-0.16417910447761175
516,AMD_AIV,-0.1789473684210523
517,AMD_AIZ,0.2131147540983616
518,AMD_AJG,0.0
519,AMD_AKAM,0.129032258064516
520,AMD_ALB,0.4065934065934065
521,AMD_ALGN,0.9016393442622954
522,AMD_ALK,-0.2195121951219514
523,AMD_ALL,0.26984126984126977
524,AMD_ALLE,-0.07936507936507997
525,AMD_ALXN,-0.03125
526,AMD_AMAT,0.13978494623655902
527,AMD_AMCR,0.08771929824561431
528,AME_A,0.42528735632183867
529,AME_AAL,0.23076923076923084
530,AME_AAP,0.2702702702702702
531,AME_AAPL,0.3698630136986297
532,AME_ABBV,0.5666666666666664
533,AME_ABC,-0.21739130434782614
534,AME_ABMD,0.6470588235294112
535,AME_ABT,0.214285714285714
536,AME_ACN,0.44444444444444464
537,AME_ADBE,0.6363636363636367
538,AME_ADI,0.22580645161290305
539,AME_ADM,0.52
540,AME_ADP,0.1714285714285717
541,AME_ADS,0.1566265060240961
542,AME_ADSK,0.5789473684210527
543,AME_AEE,-0.607843137254902
544,AME_AEP,-0.4954954954954953
545,AME_AES,0.2280701754385968
546,AME_AFL,0.4029850746268657
547,AME_AIG,0.07462686567164177
548,AME_AIV,-0.43157894736842106
549,AME_AIZ,-0.1147540983606552
550,AME_AJG,0.1951219512195124
551,AME_AKAM,0.22580645161290305
552,AME_ALB,0.5164835164835164
553,AME_ALGN,0.80327868852459
554,AME_ALK,0.14634146341463386
555,AME_ALL,0.4603174603174596
556,AME_ALLE,0.9999999999999992
557,AME_ALXN,0.25
558,AME_AMAT,0.3548387096774195
559,AME_AMCR,0.43859649122807065
560,AME_AMD,0.5757575757575761
561,AMGN_A,0.2183908045977008
562,AMGN_AAL,0.07692307692307665
563,AMGN_AAP,-0.18918918918918906
564,AMGN_AAPL,-0.12328767123287675
565,AMGN_ABBV,0.6666666666666661
566,AMGN_ABC,0.021739130434782702
567,AMGN_ABMD,0.5294117647058822
568,AMGN_ABT,0.2857142857142856
569,AMGN_ACN,-0.1944444444444442
570,AMGN_ADBE,-0.09090909090909084
571,AMGN_ADI,-0.053763440860215006
572,AMGN_ADM,0.2533333333333334
573,AMGN_ADP,0.0857142857142863
574,AMGN_ADS,0.10843373493975904
575,AMGN_ADSK,0.13157894736842124
576,AMGN_AEE,-0.4901960784313726
577,AMGN_AEP,-0.3693693693693692
578,AMGN_AES,0.05263157894736814
579,AMGN_AFL,0.19402985074626944
580,AMGN_AIG,-0.3134328358208953
581,AMGN_AIV,-0.5157894736842104
582,AMGN_AIZ,0.049180327868852736
583,AMGN_AJG,-0.3658536585365853
584,AMGN_AKAM,-0.29032258064516103
585,AMGN_ALB,0.09890109890109856
586,AMGN_ALGN,0.9344262295081966
587,AMGN_ALK,-0.1951219512195124
588,AMGN_ALL,-0.3968253968253972
589,AMGN_ALLE,-0.14285714285714324
590,AMGN_ALXN,0.65625
591,AMGN_AMAT,-0.20430107526881747
592,AMGN_AMCR,-0.1578947368421053
593,AMGN_AMD,-0.33333333333333304
594,AMGN_AME,0.13402061855670094
595,AMP_A,0.19540229885057456
596,AMP_AAL,0.4945054945054945
597,AMP_AAP,0.3513513513513513
598,AMP_AAPL,0.15068493150684906
599,AMP_ABBV,0.8999999999999995
600,AMP_ABC,0.19565217391304346
601,AMP_ABMD,0.4411764705882355
602,AMP_ABT,-0.16666666666666696
603,AMP_ACN,0.75
604,AMP_ADBE,0.012987012987013102
605,AMP_ADI,0.4193548387096775
606,AMP_ADM,0.4933333333333332
607,AMP_ADP,0.1714285714285717
608,AMP_ADS,0.7349397590361444
609,AMP_ADSK,0.23684210526315802
610,AMP_AEE,-0.4509803921568625
611,AMP_AEP,-0.4774774774774775
612,AMP_AES,0.3684210526315788
613,AMP_AFL,0.5522388059701493
614,AMP_AIG,0.3134328358208953
615,AMP_AIV,-0.2421052631578946
616,AMP_AIZ,0.1475409836065582
617,AMP_AJG,0.2195121951219514
618,AMP_AKAM,0.129032258064516
619,AMP_ALB,0.6263736263736264
620,AMP_ALGN,0.7704918032786887
621,AMP_ALK,0.4634146341463414
622,AMP_ALL,0.8095238095238093
623,AMP_ALLE,0.33333333333333304
624,AMP_ALXN,0.40625
625,AMP_AMAT,-0.032258064516129004
626,AMP_AMCR,0.19298245614035106
627,AMP_AMD,0.45454545454545503
628,AMP_AME,0.5876288659793811
629,AMP_AMGN,-0.10144927536231883
630,AMT_A,-0.563218390804598
631,AMT_AAL,-0.8241758241758244
632,AMT_AAP,-0.4324324324324325
633,AMT_AAPL,-0.6438356164383561
634,AMT_ABBV,-0.4333333333333336
635,AMT_ABC,-0.4347826086956523
636,AMT_ABMD,-0.38235294117647056
637,AMT_ABT,-0.4047619047619051
638,AMT_ACN,-0.6388888888888884
639,AMT_ADBE,-0.8181818181818179
640,AMT_ADI,-0.6989247311827961
641,AMT_ADM,-0.4933333333333332
642,AMT_ADP,-0.5714285714285712
643,AMT_ADS,-0.6867469879518073
644,AMT_ADSK,-0.763157894736842
645,AMT_AEE,0.0
646,AMT_AEP,0.31531531531531565
647,AMT_AES,-0.19298245614035106
648,AMT_AFL,-0.3134328358208953
649,AMT_AIG,-0.5522388059701493
650,AMT_AIV,0.09473684210526344
651,AMT_AIZ,-0.3442622950819665
652,AMT_AJG,-0.4634146341463414
653,AMT_AKAM,0.096774193548387
654,AMT_ALB,-1.0000000000000002
655,AMT_ALGN,0.016393442622950616
656,AMT_ALK,-0.9268292682926832
657,AMT_ALL,-0.015873015873015817
658,AMT_ALLE,-0.9047619047619052
659,AMT_ALXN,-0.96875
660,AMT_AMAT,-0.6989247311827961
661,AMT_AMCR,-0.8596491228070176
662,AMT_AMD,-0.2727272727272725
663,AMT_AME,-0.5670103092783507
664,AMT_AMGN,-0.36231884057971
665,AMT_AMP,-0.7849462365591395
666,AMZN_A,0.2413793103448274
667,AMZN_AAL,0.5824175824175826
668,AMZN_AAP,0.0270270270270272
669,AMZN_AAPL,0.3698630136986297
670,AMZN_ABBV,0.5999999999999996
671,AMZN_ABC,-0.2391304347826089
672,AMZN_ABMD,0.2647058823529411
673,AMZN_ABT,0.2380952380952377
674,AMZN_ACN,0.30555555555555625
675,AMZN_ADBE,0.11688311688311705
676,AMZN_ADI,0.4193548387096775
677,AMZN_ADM,0.2266666666666665
678,AMZN_ADP,-0.17142857142857126
679,AMZN_ADS,0.2530120481927711
680,AMZN_ADSK,0.18421052631578985
681,AMZN_AEE,-0.4117647058823528
682,AMZN_AEP,-0.33333333333333304
683,AMZN_AES,-0.2982456140350873
684,AMZN_AFL,0.2238805970149258
685,AMZN_AIG,0.7611940298507459
686,AMZN_AIV,-0.2210526315789472
687,AMZN_AIZ,0.18032786885245944
688,AMZN_AJG,-0.12195121951219524
689,AMZN_AKAM,0.25806451612903203
690,AMZN_ALB,0.34065934065934034
691,AMZN_ALGN,0.3770491803278686
692,AMZN_ALK,0.31707317073170715
693,AMZN_ALL,0.11111111111111073
694,AMZN_ALLE,0.3968253968253963
695,AMZN_ALXN,0.65625
696,AMZN_AMAT,0.22580645161290305
697,AMZN_AMCR,0.4035087719298249
698,AMZN_AMD,0.4848484848484853
699,AMZN_AME,0.31958762886597913
700,AMZN_AMGN,0.1304347826086958
701,AMZN_AMP,0.3118279569892475
702,AMZN_AMT,-0.15596330275229375
703,ANET_A,-0.12643678160919558
704,ANET_AAL,0.1648351648351647
